run_id,test_id,test_title,tags,layer,domain,risk,suite,status,duration_ms,retry_count,error_message,stack_trace_hash
"7","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","14070","0","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"7","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","12524","1","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"7","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","14695","2","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"7","employee.spec.js::Add Employee","Add Employee","","","","","","passed","14911","0","",""
"7","login.spec.js::@ui @login @critical @smoke TestService","@ui @login @critical @smoke TestService","","","","","","passed","4532","0","",""
"7","mockresp.spec.js::Mock API Integration Test","Mock API Integration Test","","","","","","passed","2754","0","",""
"7","selectservices.spec.js::TestSelectCategory - Cleaning","TestSelectCategory - Cleaning","","","","","","passed","6456","0","",""
"7","selectservices.spec.js::TestSelectCategory - Cooking","TestSelectCategory - Cooking","","","","","","passed","4669","0","",""
"7","selectservices.spec.js::TestSelectCategory - BabySitting","TestSelectCategory - BabySitting","","","","","","passed","4249","0","",""
"7","selectservices.spec.js::TestSelectCategory - Driving","TestSelectCategory - Driving","","","","","","passed","5263","0","",""
"7","selectservices.spec.js::@ui @services @category @high @regression SelectCategory - Cleaning","@ui @services @category @high @regression SelectCategory - Cleaning","","","","","","failed","6082","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m Received: [31mfalse[39m","3856847ca2b161c3d29a789b8cc11b93"
"7","selectservices.spec.js::@ui @services @category @high @regression SelectCategory - Cleaning","@ui @services @category @high @regression SelectCategory - Cleaning","","","","","","failed","26487","1","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m Received: [31mfalse[39m","3856847ca2b161c3d29a789b8cc11b93"
"7","selectservices.spec.js::@ui @services @category @high @regression SelectCategory - Cleaning","@ui @services @category @high @regression SelectCategory - Cleaning","","","","","","passed","16807","2","",""
"7","test_servicepage.spec.js::Get product list and display count and names","Get product list and display count and names","","","","","","passed","4095","0","",""
