run_id,test_id,test_title,tags,layer,domain,risk,suite,status,duration_ms,retry_count,error_message,stack_trace_hash
"3","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","15376","0","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"3","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","11297","1","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"3","addEmployee.spec.js::Validate Add Employee","Validate Add Employee","","","","","","failed","11582","2","Error: page.fill: value: expected string, got undefined","24754953462e4d2681b11964f7449510"
"3","employee.spec.js::Add Employee","Add Employee","","","","","","passed","12154","0","",""
"3","login.spec.js::@ui @login @critical @smoke TestService","@ui @login @critical @smoke TestService","","","","","","passed","5035","0","",""
"3","mockresp.spec.js::Mock API Integration Test","Mock API Integration Test","","","","","","passed","2125","0","",""
"3","selectservices.spec.js::TestSelectCategory - Cleaning","TestSelectCategory - Cleaning","","","","","","passed","3851","0","",""
"3","selectservices.spec.js::TestSelectCategory - Cooking","TestSelectCategory - Cooking","","","","","","passed","4061","0","",""
"3","selectservices.spec.js::TestSelectCategory - BabySitting","TestSelectCategory - BabySitting","","","","","","passed","4848","0","",""
"3","selectservices.spec.js::TestSelectCategory - Driving","TestSelectCategory - Driving","","","","","","failed","5118","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeTruthy[2m()[22m Received: [31mfalse[39m","ff70973d154b42b85475f6642fa3b10f"
"3","selectservices.spec.js::TestSelectCategory - Driving","TestSelectCategory - Driving","","","","","","passed","11124","1","",""
"3","selectservices.spec.js::@ui @services @category @high @regression SelectCategory - Cleaning","@ui @services @category @high @regression SelectCategory - Cleaning","","","","","","passed","3861","0","",""
"3","test_servicepage.spec.js::Get product list and display count and names","Get product list and display count and names","","","","","","passed","3114","0","",""
